mach_root_label_name,strategy_id,strategy_name,reason,data_days,calendar_days,total_review_in_cnt,total_review_done_cnt,total_label_cnt,avg_review_in_cnt,avg_review_done_cnt,avg_label_cnt,label_rate
领导人,10033564861,识别_影射领导人,model_llm_yingshe_ldr_pe_review,7,7,15876.0,16127.0,561.0,2268.0,2303.8571428571427,80.14285714285714,0.03478638308426862
国家安全,15850775,线上+新疆召回模型+进人审,sinkiang,7,7,15868.0,15974.0,634.0,2266.8571428571427,2282.0,90.57142857142857,0.03968949543007387
党和国家形象负面,10024100858,图文_友见_执法负面_ocr&title_自动处置,tuwen_eva_120363_parodyingmartyrs_homogenization_ocr_title_review,7,7,15906.0,15796.0,1300.0,2272.285714285714,2256.5714285714284,185.71428571428572,0.08229931628260319
指令舆情相关,10019351880,ZL送人审_领导人_标准外_N1与历任_不规范_单字书法VLM&PE,model_llm_safe_mind_leader_beyond_rule_leader_name_chinese_charactor_zl_friend_see_review,7,7,16513.0,15776.0,642.0,2359.0,2253.714285714286,91.71428571428571,0.0406947261663286
国家安全,10030827217,【人审】LSduty哥router+专家特征,LS_duty_boy_26_review,7,7,15143.0,15100.0,910.0,2163.285714285714,2157.1428571428573,130.0,0.06026490066225165
国家安全,10015622164,【人审】国家安全召回词表,national_security_recall_rewords_review,7,7,14679.0,14675.0,283.0,2097.0,2096.4285714285716,40.42857142857143,0.01928449744463373
国家安全,10012388677,【人审】LS词表_Recall95_LLM,LS_keywords_LLM,7,7,14517.0,14277.0,715.0,2073.8571428571427,2039.5714285714287,102.14285714285714,0.050080549134972334
领导人,10015391055,【不推荐】涉毛敏感词,leader_mao_antidirt_unrecommend_review,7,7,14073.0,14238.0,601.0,2010.4285714285713,2034.0,85.85714285714286,0.042210984688860795
领导人,10006128861,送审-gov-b领导人相关内容,gov_b_leader,7,7,14144.0,14149.0,670.0,2020.5714285714287,2021.2857142857142,95.71428571428571,0.047353169835324053
领导人,10033427008,识别_N1出行-交通管制重点识别,N1_chuxing_model_llm_pe_review,6,7,12151.0,12099.0,104.0,2025.1666666666667,2016.5,17.333333333333332,0.00859575171501777
国家安全,10032775232,【人审-藏语队列】维语风险用户全量进审,national_security_uyghur_risk_user_list_manual,5,7,9808.0,9874.0,552.0,1961.6,1974.8,110.4,0.055904395381810815
国家安全,10010298673,【送审】国家安全高危消重,high_risk_dedup_national_security_to_review,7,7,14055.0,13812.0,668.0,2007.857142857143,1973.142857142857,95.42857142857143,0.048363741673906745
党和国家形象负面,10012612014,【送审】党政综合title&nlp,antidirt_eva_party_state_military_gov_8873_title_review,7,7,13735.0,13609.0,1342.0,1962.142857142857,1944.142857142857,191.71428571428572,0.09861121316775663
领导人,10006575780,【送审】N1高危消重,high_risk_dedup_N1_to_review,7,7,12658.0,12416.0,848.0,1808.2857142857142,1773.7142857142858,121.14285714285714,0.06829896907216494
领导人,10006180980,govb送审-命中兜底/领导人/国安词表,gov_b_sensitive_words,7,7,12400.0,12397.0,327.0,1771.4285714285713,1771.0,46.714285714285715,0.02637734935871582
领导人,10013518351,【送人审】N1-大字风险,dazi_attack_n1_review,7,7,12386.0,12152.0,562.0,1769.4285714285713,1736.0,80.28571428571429,0.046247531270572746
国家安全,10032775232,【人审-维语队列】维语风险用户全量进审,national_security_uyghur_risk_user_list_manual,2,7,3469.0,3466.0,245.0,1734.5,1733.0,122.5,0.0706866705135603
国家安全,10032811670,【人审-敏感人物】历史违规+敏感人物人脸,national_security_sensitive_person_with_violation_record_manual,7,7,11226.0,10913.0,719.0,1603.7142857142858,1559.0,102.71428571428571,0.06588472464033722
国家安全,10012811199,【人审-LS风险】标题_LS常规词表_8887,LS_regular_title_words_review,7,7,10791.0,10653.0,407.0,1541.5714285714287,1521.857142857143,58.142857142857146,0.038205200413029196
领导人,10012314253,【送审】领导人标题敏感词-nlp,leader_title_nlp_antidirt,7,7,10623.0,10332.0,933.0,1517.5714285714287,1476.0,133.28571428571428,0.0903019744483159
领导人,10011265292,【送审】19N2粉丝账号,pentax_fans_19_n2,7,7,10034.0,9971.0,644.0,1433.4285714285713,1424.4285714285713,92.0,0.06458730317921973
色情性化,10023903408,识别_维语_卖片,sqds_sqdl_wy_mp_review,7,7,9903.0,9930.0,786.0,1414.7142857142858,1418.5714285714287,112.28571428571429,0.07915407854984895
党和国家形象负面,10008386569,【送审】监管要求-省部级监管特殊收严,eva_0845_govhr_review,7,7,10021.0,9901.0,316.0,1431.5714285714287,1414.4285714285713,45.142857142857146,0.031915968084031916
国家安全,15857112,【人审-维语队列】维语音频命中2724进审,hit_antidirt_2724,7,7,9315.0,9341.0,173.0,1330.7142857142858,1334.4285714285713,24.714285714285715,0.018520501017021733
国家安全,15853531,【人审-维语队列】新疆进审-词表,xinjiang_review_antidirt,7,7,8953.0,8970.0,34.0,1279.0,1281.4285714285713,4.857142857142857,0.00379041248606466
违法违规,10026036091,违法违规-违禁商品和服务-违规通信与广电服务-召回-翻墙工具-0319,risk_of_illegal_bypass_vpn_accelerator_v1,7,7,8944.0,8913.0,741.0,1277.7142857142858,1273.2857142857142,105.85714285714286,0.0831369909121508
领导人,10012547264,【送审】领导人漫画-XP召回,cartoon_leader_xp_recall,5,7,6150.0,6303.0,294.0,1230.0,1260.6,58.8,0.046644455021418375
党和国家形象负面,10004801327,【送审】历史虚无-文革,eva_045_wenge_sh,7,7,8920.0,8807.0,640.0,1274.2857142857142,1258.142857142857,91.42857142857143,0.07266946746905871
违法违规,10033607810,违法违规-买卖、宣扬毒品-策略补充-召回-v0626,risk_of_illegal_drug_list_v0626,7,7,8776.0,8770.0,761.0,1253.7142857142858,1252.857142857143,108.71428571428571,0.08677309007981757
国家安全,15857110,【人审-藏语队列】声纹进审-短视频：达赖,hit_sid_gandalf_dalai,7,7,7985.0,8181.0,295.0,1140.7142857142858,1168.7142857142858,42.142857142857146,0.036059161471702725
党和国家形象负面,10028068996,识别_不规范使用体制机制元素PE_中外对比,model_llm_mechanisms_improper_use_review,7,7,7892.0,7895.0,671.0,1127.4285714285713,1127.857142857143,95.85714285714286,0.08499050031665611
国家安全,15853534,【LS】文本细则-敏感内容-LS,xize_sensitive_ls,7,7,7912.0,7814.0,293.0,1130.2857142857142,1116.2857142857142,41.857142857142854,0.03749680061428206
领导人,10033602157,识别_【送审】毛邓周&十大元帅结合高阈值结合eva-gandalf替换,high_threshold_leader_mao_B_eva_llm_gandalf,7,7,7651.0,7597.0,748.0,1093.0,1085.2857142857142,106.85714285714286,0.0984599183888377
领导人,10021709887,【ZL自见】影射/负面情绪_领导人书画,ZL_eva_multi_yingshe_n1_leader_name_character_review,5,7,5422.0,5396.0,20.0,1084.4,1079.2,4.0,0.0037064492216456633
领导人,10004770670,【送审】19-N2隐晦悼念,lkq_eva_daonian,7,7,7558.0,7419.0,198.0,1079.7142857142858,1059.857142857143,28.285714285714285,0.02668823291548726
领导人,10013160984,直接进审敏感词-底线迁移,direct_review_sensitive_word,7,7,7424.0,7329.0,191.0,1060.5714285714287,1047.0,27.285714285714285,0.02606085414108337
领导人,15798695,【送人审】领导人漫画-weini领域模型,cartoon_leader_weini,5,7,5104.0,5095.0,125.0,1020.8,1019.0,25.0,0.02453385672227674
国家安全,15857104,藏语命中2553进审,hit_antidirt_2553,7,7,6864.0,7008.0,361.0,980.5714285714286,1001.1428571428571,51.57142857142857,0.05151255707762557
领导人,10030630872,识别_游戏画面小字号文本_处置,model_llm_pe_N1_game_little_ocr_review,2,7,1888.0,1984.0,28.0,944.0,992.0,14.0,0.014112903225806451
领导人,10012314254,【送审】领导人OCR词表-中,leader_ocr_antidirt,7,7,7024.0,6926.0,626.0,1003.4285714285714,989.4285714285714,89.42857142857143,0.09038406006352873
侵犯未成年权益,10032123015,【送人审】未成年违法-破解防沉迷,juvenile_pojiefangchenmi,7,7,6610.0,6486.0,629.0,944.2857142857143,926.5714285714286,89.85714285714286,0.09697810669133518
指令舆情相关,10020031117,【送审】ZL弹窗_习酒_影射/负面情绪,n1_attack_eva_xijiu_review,7,7,6432.0,6198.0,46.0,918.8571428571429,885.4285714285714,6.571428571428571,0.007421748951274605
党和国家形象负面,15847944,【送审】历史虚无ASR词表,hit_antidirt_1768,7,7,6193.0,6174.0,592.0,884.7142857142857,882.0,84.57142857142857,0.09588597343699384
色情性化,10032378726,色情低俗-色情裸露-足球露屁股-高vveva,sqds_sqll_zuqiu_vv_eva_review,7,7,6042.0,6039.0,203.0,863.1428571428571,862.7142857142857,29.0,0.033614836893525415
国家安全,10031460843,识别_传播LS敏感内容_坦克人,model_llm_cblsmgnr_tankeren_all_disp,7,7,5816.0,5787.0,170.0,830.8571428571429,826.7142857142857,24.285714285714285,0.02937618800760325
国家安全,10012811201,【人审-LS风险】ASR_LS常规词表_8884,LS_regular_ASR_words_review,7,7,5634.0,5627.0,114.0,804.8571428571429,803.8571428571429,16.285714285714285,0.02025946330193709
领导人,15798711,【送人审】声纹进审：一号夫人,hit_sid_gandalf_PF,7,7,5640.0,5593.0,143.0,805.7142857142857,799.0,20.428571428571427,0.025567673878061862
指令舆情相关,10014769961,【ZL送人审】杨兰兰文本识别,ZL_yanglanlan_textEVA_renshen,7,7,5741.0,5452.0,335.0,820.1428571428571,778.8571428571429,47.857142857142854,0.06144534115920763
偏激社会情绪和涉外言论,10034095364,识别_过激民族主义_综合_送人审,social_foreign_model_llm_pe_nationalism_ganeral_unrecommend_review,3,7,2324.0,2291.0,167.0,774.6666666666666,763.6666666666666,55.666666666666664,0.07289393278044522
领导人,10009679112,【送审】毛人脸模型叠加eva召回,leader_mao_eva_recall,7,7,5340.0,5341.0,211.0,762.8571428571429,763.0,30.142857142857142,0.03950571054109717
领导人,10033229846,识别_444决议关联N1,model_llm_444jueyi_pe_review,7,7,5452.0,5308.0,122.0,778.8571428571429,758.2857142857143,17.428571428571427,0.022984174830444612
领导人,10014244613,【送审】习酒结合键政音乐,xijiu_n1_review,6,7,4641.0,4532.0,25.0,773.5,755.3333333333334,4.166666666666667,0.005516328331862313
偏激社会情绪和涉外言论,10022929691,【实验】党国_账号内容举报计次_召回送审,cpc_user_politic_rept_cnt_review,7,7,5160.0,5161.0,234.0,737.1428571428571,737.2857142857143,33.42857142857143,0.04534005037783375
党和国家形象负面,10022929691,【实验】党国_账号内容举报计次_召回送审,cpc_user_politic_rept_cnt_review,7,7,5160.0,5161.0,234.0,737.1428571428571,737.2857142857143,33.42857142857143,0.04534005037783375
国家安全,10017352223,【人审-维语队列】综合里切克-新疆地区,jiduan_liqieke_xinjiang_review,5,7,3643.0,3676.0,105.0,728.6,735.2,21.0,0.028563656147986942
国家安全,10017732780,【人审】极端主义-宣扬极端主义-里切克纯黑,jiduan_liqieke_black_review,4,7,2915.0,2926.0,38.0,728.75,731.5,9.5,0.012987012987012988
偏激社会情绪和涉外言论,10023294322,【图文】账号内容举报计次_召回送审,user_politic_rept_cnt_review,7,7,4888.0,4883.0,472.0,698.2857142857143,697.5714285714286,67.42857142857143,0.09666188818349375
领导人,10023294322,【图文】账号内容举报计次_召回送审,user_politic_rept_cnt_review,7,7,4888.0,4883.0,472.0,698.2857142857143,697.5714285714286,67.42857142857143,0.09666188818349375
领导人,10013619675,【送审】N1高危消重-兜底,high_risk_dedup_N1_to_review_qianyi,7,7,4730.0,4630.0,350.0,675.7142857142857,661.4285714285714,50.0,0.0755939524838013
国家安全,10011642540,【人审】LS坦克人+专家特征,LS_tankman_26_review,7,7,4632.0,4619.0,267.0,661.7142857142857,659.8571428571429,38.142857142857146,0.05780471963628491
国家安全,10008349497,【新】国家分裂主义-宣扬分裂主义-不完整地图,fenlie_buwanzhnegditu_songshen,7,7,4632.0,4579.0,189.0,661.7142857142857,654.1428571428571,27.0,0.04127538763922254
党和国家形象负面,10014233179,送人审_党政_风险综合_举报&lv2模型_惯犯负反馈异常,eva_party_state_millitary_gov_general_lv2_risk_user_political_report_cmt_review,7,7,4562.0,4559.0,243.0,651.7142857142857,651.2857142857143,34.714285714285715,0.05330116253564378
领导人,10028741540,识别_隐晦怀念HJT,hard_miss_HJT_review,7,7,4444.0,4408.0,75.0,634.8571428571429,629.7142857142857,10.714285714285714,0.01701451905626134
党和国家形象负面,10015850165,【送审】敏感人物规则s1s2-异见人士-300vv,opinion_person_s1s2_300vv,7,7,4393.0,4391.0,52.0,627.5714285714286,627.2857142857143,7.428571428571429,0.011842404919152812
党和国家形象负面,10015850167,【送审】敏感人物规则s1s2-敏感官员-300vv,Local_sensitive_officials_s1s2_300vv,7,7,4385.0,4387.0,129.0,626.4285714285714,626.7142857142857,18.428571428571427,0.029405060405744244
国家安全,10025185118,新疆进审-词表-副本20,xinjiang_review_antidirt,7,7,4345.0,4346.0,9.0,620.7142857142857,620.8571428571429,1.2857142857142858,0.0020708697653014268
领导人,10026311710,【人审】N1-高危必杀词表_ZL迁移,n1_kill_words_from_ZL_review,7,7,4149.0,4120.0,282.0,592.7142857142857,588.5714285714286,40.285714285714285,0.06844660194174758
领导人,15798699,【地理围栏】N1行程管控,n1_special_social,7,7,4179.0,4103.0,22.0,597.0,586.1428571428571,3.142857142857143,0.005361930294906166
党和国家形象负面,10002342579,【送审】底线S1事故以文召回eva直白攻击cpc_v29-046,eva_attack_cpc_directly_v29_046_online,4,7,2329.0,2342.0,234.0,582.25,585.5,58.5,0.09991460290350128
党和国家形象负面,10007758633,【送审】党国元素-攻击恶搞党国家象征元素,attack_party_country_element_v1_test,7,7,4085.0,4064.0,156.0,583.5714285714286,580.5714285714286,22.285714285714285,0.038385826771653545
党和国家形象负面,10009267682,【送审】党政材料autoeva,dangzhengcailiao_auto_v1_sh,7,7,4080.0,4038.0,340.0,582.8571428571429,576.8571428571429,48.57142857142857,0.08420009905894008
党和国家形象负面,10015850166,【送审】敏感人物规则s1s2-涉政劣迹艺人-300vv,Sensitive_Athlete_s1s2_300vv,7,7,3976.0,3975.0,122.0,568.0,567.8571428571429,17.428571428571427,0.03069182389937107
指令舆情相关,10010496715,【ZL送人审】舆情高危消重图片,high_risk_dedup_public_opinion_to_review,7,7,3980.0,3940.0,339.0,568.5714285714286,562.8571428571429,48.42857142857143,0.08604060913705584
国家安全,10013323447,藏语命中2553进审-OCR,hit_antidirt_2553_ocr_review,7,7,4002.0,3866.0,167.0,571.7142857142857,552.2857142857143,23.857142857142858,0.043197102948784274
国家安全,10016288962,全审_高粉高热_0vv进审,high_bvv_pgc_0vv_review,7,7,3700.0,3678.0,272.0,528.5714285714286,525.4285714285714,38.857142857142854,0.07395323545405111
偏激社会情绪和涉外言论,10033757832,送人审_偏激涉外_综合_累犯_实时黑库,social_foreign_viking_social_foreign_general_review,7,7,3696.0,3663.0,366.0,528.0,523.2857142857143,52.285714285714285,0.09991809991809991
领导人,10033177739,识别_N1多元素组合,model_llm_N1_multis_pe_review,7,7,3669.0,3571.0,77.0,524.1428571428571,510.14285714285717,11.0,0.02156258751050126
领导人,10028916113,识别_HJT二十大离场,HJT_20da_lixi_ai_face_review,7,7,3578.0,3540.0,133.0,511.14285714285717,505.7142857142857,19.0,0.037570621468926556
国家安全,10018521669,【人审-维语队列】维语OCR命中2724进审,hit_antidirt_2724_ocr_review,7,7,3517.0,3535.0,47.0,502.42857142857144,505.0,6.714285714285714,0.013295615275813296
领导人,10032190110,govb送审-命中偏激/党国词表,gov_b_sensitive_words_v1,7,7,3482.0,3482.0,7.0,497.42857142857144,497.42857142857144,1.0,0.002010338885697875
指令舆情相关,10014154279,【ZL送人审】N1姓名单字-迭代,zl_eva_n1_name_xmcz_review,7,7,3601.0,3471.0,22.0,514.4285714285714,495.85714285714283,3.142857142857143,0.006338231057332181
领导人,10029988308,【送人审】N1高准词表评论召回,N1_1407_comment_xiaojie_review,7,7,3416.0,3456.0,124.0,488.0,493.7142857142857,17.714285714285715,0.03587962962962963
国家安全,10009788743,【人审】国家安全-敏感人物s1s2,guojiaanquan_person_s1s2,4,7,1952.0,1953.0,35.0,488.0,488.25,8.75,0.017921146953405017
国家安全,10030795066,【人审】LS坦克人router+专家特征,LS_tankman_26_review,7,7,3419.0,3398.0,48.0,488.42857142857144,485.42857142857144,6.857142857142857,0.014125956444967627
国家安全,10030452405,识别_评论区Emoji表情排列成LS风险,model_llm_ls_comment_area_emoji_chat_vision_risk_manual,7,7,3329.0,3285.0,175.0,475.57142857142856,469.2857142857143,25.0,0.0532724505327245
偏激社会情绪和涉外言论,10012921699,短&中_民生&涉外_ocr送审_词表迁移,hit_ocr_ms_foreign,7,7,3425.0,3274.0,256.0,489.2857142857143,467.7142857142857,36.57142857142857,0.07819181429444105
偏激社会情绪和涉外言论,10012303143,【实验】送审-展示涉外争议经历,controversial_recall_V1,7,7,3315.0,3268.0,195.0,473.57142857142856,466.85714285714283,27.857142857142858,0.05966952264381885
指令舆情相关,10010496715,【ZL送人审】舆情高危消重图片,high_risk_dedup_N1_to_review,7,7,3259.0,3252.0,294.0,465.57142857142856,464.57142857142856,42.0,0.09040590405904059
国家安全,10031013240,识别_AIGC坦克人,model_llm_pe_LS_aigc_tankman_review,7,7,3223.0,3214.0,140.0,460.42857142857144,459.14285714285717,20.0,0.043559427504667084
领导人,10033807478,识别_七一授勋仪式_无资质19N2,model_llm_71_wuzizhi_19n2_pe_review,5,7,2332.0,2262.0,167.0,466.4,452.4,33.4,0.07382847038019452
指令舆情相关,10001855954,【ZL送人审】ctd手动录入用户全审,special_user_review,7,7,3273.0,3133.0,149.0,467.57142857142856,447.57142857142856,21.285714285714285,0.04755825087775295
国家安全,10010298673,【送审】国家安全高危消重,high_risk_dedup_public_opinion_to_review,7,7,3082.0,3077.0,221.0,440.2857142857143,439.57142857142856,31.571428571428573,0.0718232044198895
国家安全,10031618893,gov_B账号LS识别策略,gov_b_ls_model_all,7,7,2947.0,2948.0,6.0,421.0,421.14285714285717,0.8571428571428571,0.0020352781546811396
指令舆情相关,10021368610,【ZL送人审】指令综合_必审用户名单,ZL_user_list_zl_general_high_risk_user_review,7,7,3027.0,2947.0,50.0,432.42857142857144,421.0,7.142857142857143,0.0169664065151001
领导人,10008539904,【送审】AI领导人元素eva&特效,eva_ai_leader,7,7,2981.0,2884.0,234.0,425.85714285714283,412.0,33.42857142857143,0.0811373092926491
领导人,10031508105,识别_LS_赵紫阳相关,model_llm_pe_zzy_LS_review,5,7,2080.0,2052.0,18.0,416.0,410.4,3.6,0.008771929824561403
偏激社会情绪和涉外言论,10011160958,【短】送审-俄乌华人雇佣兵招募应征-副本5,recruitment_chinese_mercenary_review,7,7,2955.0,2861.0,284.0,422.14285714285717,408.7142857142857,40.57142857142857,0.09926599091226844
偏激社会情绪和涉外言论,10012921698,短&中_民生&涉外_asr送审_词表迁移,hit_asr_5966_ms_foreign,7,7,2855.0,2849.0,270.0,407.85714285714283,407.0,38.57142857142857,0.09477009477009476
党和国家形象负面,10018462658,友见_执法负面_同质化文案_模态通用_词表,antidirt_9946_enforcement_neg_general_lv3_friend_see,7,7,2887.0,2834.0,144.0,412.42857142857144,404.85714285714283,20.571428571428573,0.05081157374735357
党和国家形象负面,10027701467,视频消费_互动异常召回_叠加模型送审_党国,interaction_extreme_value_recall_review,7,7,2797.0,2829.0,234.0,399.57142857142856,404.14285714285717,33.42857142857143,0.08271474019088017
指令舆情相关,10024140820,【ZL送人审】两委换届_两委换届_multi&Regexp_迭代,ZL_eva_219749_liangweihuanjie_multi_regexp_selfsee_review,7,7,3014.0,2776.0,272.0,430.57142857142856,396.57142857142856,38.857142857142854,0.09798270893371758
领导人,10019351881,送人审_出现领导人元素_标准外_N1与历任_二次元键政_数字特征&PE,model_llm_safe_mind_sens_anime_leader_appear_anime_risk_unrecommend_review,7,7,2766.0,2712.0,200.0,395.14285714285717,387.42857142857144,28.571428571428573,0.07374631268436578
领导人,10026220274,【人审】N1-词表_ZL迁移,ocr_title_n1_risk_words_fromZL_review,7,7,2736.0,2689.0,79.0,390.85714285714283,384.14285714285717,11.285714285714286,0.029378951283004835
领导人,10032398961,govb送审-高风险userid,gov_b_high_risk_user,7,7,2647.0,2649.0,118.0,378.14285714285717,378.42857142857144,16.857142857142858,0.04454511136277841
国家安全,10017732779,【人审】未成年人拜佛,children_baifo_review,7,7,2599.0,2599.0,97.0,371.2857142857143,371.2857142857143,13.857142857142858,0.037322046941131205
偏激社会情绪和涉外言论,10011158685,【人审】送审-迷彩战斗服征兵关键词,micai_recruitment_review,7,7,2626.0,2564.0,150.0,375.14285714285717,366.2857142857143,21.428571428571427,0.05850234009360374
国家安全,10010389895,【人审】新疆进审-地区-召回,xinjiang_review_area_recall,7,7,2524.0,2525.0,85.0,360.57142857142856,360.7142857142857,12.142857142857142,0.033663366336633666
领导人,15798693,【送审】恶搞N1漫画进审,cartoon_leader_19,7,7,2557.0,2521.0,49.0,365.2857142857143,360.14285714285717,7.0,0.01943673145577152
国家安全,10008387617,【新】极端主义-宣扬极端主义-极端暴恐相关,jiduan_jiduanbaokong_songshen,7,7,2539.0,2491.0,78.0,362.7142857142857,355.85714285714283,11.142857142857142,0.03131272581292654
党和国家形象负面,10025151400,送人审_党国_综合_高危用户全审_名单,user_list_party_state_millitary_gov_high_risk_user_review,7,7,2500.0,2484.0,232.0,357.14285714285717,354.85714285714283,33.142857142857146,0.09339774557165861
党和国家形象负面,10004801323,【送审】历史虚无-恶搞英烈,egaoyinglie_032v2_sh,7,7,2492.0,2464.0,226.0,356.0,352.0,32.285714285714285,0.09172077922077922
领导人,10031451638,识别_LS_好大一棵树,model_llm_pe_LS_hdyks_music_auto,5,7,1690.0,1679.0,17.0,338.0,335.8,3.4,0.01012507444907683
偏激社会情绪和涉外言论,10012921704,短_民生&涉外_nlp&title送审_词表迁移,short_hit_nlp_title_ms_foreign,7,7,2374.0,2345.0,159.0,339.14285714285717,335.0,22.714285714285715,0.06780383795309168
国家安全,10030813524,【人审】LS国殇之柱router+专家特征,LS_guoshangzhizhu_26_review,7,7,2320.0,2337.0,120.0,331.42857142857144,333.85714285714283,17.142857142857142,0.051347881899871634
党和国家形象负面,10015084048,送人审_历史虚无_革命负面_综合风险_长周期聚类,eva_73281_nihilism_revolution_neg_general_long_term_cluster_review,7,7,2355.0,2337.0,182.0,336.42857142857144,333.85714285714283,26.0,0.07787762088147197
领导人,10028459844,送人审_领导人_综合_多次多天重复违规用户-召回,expert_redivist_leader_general_repeat_violate_user_review,7,7,2219.0,2254.0,106.0,317.0,322.0,15.142857142857142,0.04702750665483585
党和国家形象负面,10011106020,【短视频】历史虚无敏感人物s3召回-新,other_political_matters_s3_release_new,7,7,2238.0,2237.0,70.0,319.7142857142857,319.57142857142856,10.0,0.031291908806437195
国家安全,10028117348,LS高危文本RAG,model_llm_cbygllsnr_lsgwwb_text,7,7,2227.0,2214.0,207.0,318.14285714285717,316.2857142857143,29.571428571428573,0.09349593495934959
偏激社会情绪和涉外言论,10012912391,【短】偏激词表-煽动意识形态对抗-title,wordlist_yishixingtai_title,7,7,2148.0,2136.0,119.0,306.85714285714283,305.14285714285717,17.0,0.05571161048689138
指令舆情相关,10016282945,【ZL送人审】指令停推_词表10794-高粉,zl_title_ocr_table_unrecom_bigfans_renshen,7,7,2179.0,2119.0,90.0,311.2857142857143,302.7142857142857,12.857142857142858,0.04247286455875413
